name,price,short_description,rating,number_of_reviews,product_description
"iPhone Tripod Mount Adapter Universal Cell Phone Tripod Mount, Vertical Horizontal Adjustable Clamp 2.3~4.0"" Wide",$9.30,"Better shots with dual flexible models: Items come with the cell phone tripod and mount adapter together, you can use them together or separately with different scenes, both of them are rotatable design, the tripod mount adapter also has three mount points, you can capture level shots on almost any surface, even wrap the flexible tripod legs around a lamp or tree. Sturdy construction and protection: With high quality engineering plastic it keeps lightweight and sturdy; Soft protective rubber and metal screw structure can hold and protect your phone; Metal ball and screw ensure a more durable and better lifetime even with frequently use; 3mm diameter pure aluminum material will keeps the three legs with better ductility and Load-bearing; Lightweight for a travel: The whole weight of cell phone tripod and mount adapter are just 128g , while the tripod is just 50g, you can put them into your bag integrally or individually as your needs. Various mount compatible: This cell phone tripod can also use for Video Slider, Ring Light, and Stabilizer. Also fits for most cell phone with or without a cased (width between 2.25inches-3inches ), such as iphone X, iPhone 7, 8, 7 plus, iPhone 6s, iPhone 6s plus, iPhone 6, iphone SE/5s/5/5c,Samsung Galaxy S7/S6,Galaxy S7/S6 edge, Note 5/4/3, etc. Quality Guarantee: we offers a full 90 days 100% money back guarantee, so contact with us if you have problems.",4.6 out of 5,959 global ratings,Phone holder
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
"2 Pack LϟK Privacy Screen Protector Compatible for iPhone 12 and iPhone 12 Pro 5G 6.1 inch Tempered Glass High Clear, Case Friendly, Come with Installation Tray -Black",$7.21,"About this item 【Compatible Models】 Special design for iPhone 12 / iPhone 12 Pro 6.1 inch and provide maximum protection for your device. 【High Privacy】This new privacy screen protector will keep all your personal information away from the eyes of strangers around you. 【Everyday Protection】Anti-Spy, Anti-Glare Dark ,Protect your screen from minor drops, accidental bumps, and daily wear-and-tear. 【Easy installation】Please watch our installation video first and use the included tool kit. 【Please note】When using this screen protector, the screen brightness of the device will be reduced. It is recommended to increase the display brightness of the device when using it.",4.5 out of 5,"7,834 global ratings",nan
nan,nan,nan,nan,nan,nan
JBL Tune 510BT: Wireless On-Ear Headphones with Purebass Sound - Black,$45.00,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) The Tune 510BT wireless headphones feature renowned JBL Pure Bass sound, which can be found in the most famous venues all around the world. With Wireless Bluetooth 5.0 Streaming, you can stream wirelessly from your device and even switch between two devices so that you don't miss a call. For long-lasting fun, listen wirelessly for up to 40 hours and recharge the battery in as little as 2 hours with the convenient Type-C USB cable. A quick 5-minute recharge gives you 2 additional hours of music. Easily control your sound and manage your calls from your headphones with the convenient buttons on the ear-cup. Siri or Hey Google is just a button away: activate the voice assistant of your device by pushing the multi-function button.",4.6 out of 5,"9,001 global ratings",nan
JBL Tune 510BT: Wireless On-Ear Headphones with Purebass Sound - Blue,$49.95,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) The Tune 510BT wireless headphones feature renowned JBL Pure Bass sound, which can be found in the most famous venues all around the world. With Wireless Bluetooth 5.0 Streaming, you can stream wirelessly from your device and even switch between two devices so that you don't miss a call. For long-lasting fun, listen wirelessly for up to 40 hours and recharge the battery in as little as 2 hours with the convenient Type-C USB cable. A quick 5-minute recharge gives you 2 additional hours of music. Easily control your sound and manage your calls from your headphones with the convenient buttons on the ear-cup. Siri or Hey Google is just a button away: activate the voice assistant of your device by pushing the multi-function button.",4.6 out of 5,"9,001 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
"iPhone 13 Pro Max Privacy Screen Protector, Fotbor 2 Pack Privacy Screen iPhone 13 Pro Max, Anti Spy Tempered Glass Film with Easy Installation Kit, Shockproof iPhone 13 Pro Max Accessories 6.7 Inch",$7.49,"About this item 【Compatible for】 This iPhone 13 Pro Max Privacy screen protector is specially designed for Apple iPhone 13 Pro Max 6.7 Inch size only (not for iPhone 13 6.1 Inch and iPhone 13 Pro 6.1 Inch) . 【Anti-peep Function】 Why do you need it? This privacy screen protector iPhone 13 Pro Max can achieve 30 ° angle super powerful privacy function. The person next to you can't clearly see what's displayed on your phone, making your private information is safely hidden. Protect privacy & Say NO to peeper 【Extreme Shatterproof & Anti-Scratch】 The iPhone 13 Pro Max privacy screen protector tempered glass made from superior 9H tempered glass that is anti-scratch and shatterproof and protecting your screen from scratches and high impact drops. 【Easy Installation Kit, Bubble-Free, Case Friendly】 The installation auxiliary frame in the package make the installation very simple and no worry about install crooked and without air bubbles. Precise laser cut tempered glass, perfect fits and compatible with most of the cases in the market. 【Exclusive Lifetime Warranty Service】Our philosophy is to serve every customer. We provides not only high-quality products but also attentive services to customer needs. Whatever problems, please feel free to contact us to activate your lifetime warranty. We will provide you with the most professional and satisfactory Post-Sales service. Make your money worth every penny.",4.4 out of 5,"1,069 global ratings",nan
"Targus Laptop Bag — Black 15.6"" Classic Slim Briefcase Messenger Bag, Spacious, Ergonomic, Foam Padded Laptop Case for Devices Up To 16"" (TCT027US)",$29.99,"This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) PROFESSIONAL CARRYING BAG – A computer bag that's both slim and lightweight, perfect for on-the-go professionals. Featuring practical compartments, shoulder strap, and high-grade construction, this computer bag is designed to protect your device while you're on the move. SPACIOUS AND ERGONOMIC – The laptop bags have a spacious design with larger slots for files and a laptop and smaller slots for notepads, power bank, etc. Various carry options include: grab handle, shoulder strap, and rear trolley strap. FOAM PADDED COMPARTMENT – The foam padded laptop compartment in our luxury computer cases for laptops will protect your slender computing devices from shocks, bumps, drops, scratches, dust, and a lot more! The overall density is just right for providing maximum protection. STRONG AND DURABLE – Our computer bags for laptops will be your favorite travel and workplace buddy for years as it is designed to last. It is produced with top-grade polyester material reinforced with premium stitching, and contoured metal zipper pulls while maintaining light weight. VERSATILE USAGE – Our laptop carrying case can be used for anything and everything. Carry files, business cards, keys, storage drives, power bank, laptops, tablets, and other on-the-go essentials. Whether commuting to the workplace or traveling long-distance, this is the briefcase you need.",4.7 out of 5,"7,306 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
"[2+2 Pack] for Pixel 6 5G Screen Protector and Camera Lens Protector Bubble-Free Compatible Fingerprint Full Coverage 9H Hardness Tempered Glass Protector for Google Pixel 6 (6.4"")",$8.99,"【Exclusively designed For Google Pixel 6 】: Precise cutouts, Full coverage protect the whole screen and Suitable for use with soft phone case to prevent edges-peeling up., compatible with most For Google Pixel 6 cases and covers. 【9H Hardness】Nano-level Precision Cutting Process tempered Glass For Google Pixel 6 Will fit your Screen Perfectly and gives your phone maximum Protection from drops, Scratches and Scrapes With an industry-leading Glass Strength of 9H hardness. 【High Sensitivity Touching】The ultra-thin thickness of only 0.25mm maintains the original sensitivity and comfortable touch，promising original high-response touch feeling without any interference. Ultra clear 99% High-Transparency provides you high-definition clear viewing. 【Easy Installation】: Easy no trouble and bubble-free installation that easily fits your device’s screen. Easy to apply and remove. Clear acrylic adhesive won’t leave residue. The anti-fingerprint, oleophobic coating resists smudges to maintain the HD clarity of your display. 【100% satisfaction promise】: If you encounter any problems during use, please send us an email. We will solve it for you as soon as possible. And thank you for your trust in our company",4.3 out of 5,"1,170 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
"TORRAS Shockproof Compatible for iPhone 12 Pro Max Case, Military Grade Drop Protection Translucent Matte Case Compatible for iPhone 12 Pro Max Phone Case, Guardian Series, Blue",$39.99,"About this item MILITARY GRADE DROP PROTECTION: TORRAS shockproof compatiable for iPhone 12 Pro Max case has been tested by SGS, No.: GZIN2005022739PS, enduring 2000+ times drops with 0 damage from a height of 6 FT. 100% full body protection case for your Phone DELICATE TOUCH & ANTI-FINGERPRINTS: TORRAS shockproof compatible for iPhone 12 Pro Max Case is made of upgraded materials. It is a more delicate sleck case with a strong grip, and working better in reducing the fingerprints 1.5 MM CAMERA LIPS & 1.2 MM SCREEN LIPS: The TORRAS shockproof case is a heavy duty protective 12 Pro Max Case, and the shockproof iPhone 12 Pro Max Case has 1.5 mm lips camera and screen. It is absolutely a perfect case for your beloved Phone PRECISE CUTOUTS & MULTICOLOR BUTTON: TORRAS shockproof compatible for iPhone 12 Pro Max Case is a more sensitive Case. you will see the precise cutouts and the unique detachable buttons providing color for your beautiful Phone PERFECTLY COMPATIBLE FOR IPHONE 12 PRO MAX: Perfectly compatible for iPhone 12 Pro Max. Only compatible for iPhone 12 Pro Max. Any shopping problem, please contact us through the Amazon Message Center",4.6 out of 5,"8,737 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
OTTERBOX DEFENDER SERIES SCREENLESS EDITION Case for iPhone 12 & iPhone 12 Pro - VARSITY BLUES (DESERT SAGE/DRESS BLUES),$55.60,About this item Compatible with iPhone 12 & iPhone 12 Pro Multi-layer defense: solid inner shell and soft outer cover (NO BUILT IN SCREEN PROTECTOR) Belt-clip holster included that doubles as a kickstand for hands-free media viewing Port covers keep out dust and debris Includes OtterBox limited lifetime warranty,4.7 out of 5,"10,954 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
"Anker Car Charger, Mini Aluminum Alloy 24W Dual USB Car Charger, PowerDrive 2 Alloy Car Adapter with Blue LED for iPhone12/11/XR/Xs, iPad Pro/Air 2/Mini, Galaxy (Not Compatible with Quick Charge)",$12.99,"About this item Double Duty - Twin USB-A ports pump out a combined 24W—enough to provide a full-speed charge to 2 phones at once. (Not compatible with Qualcomm Quick Charge.) Ultra-Compact - The car charger’s super-small design conserves space, allowing seamless access to the rest of your dashboard. Heavy Metal - Finished with a scratch-resistant aluminum alloy surface to match even the most pristine vehicle interiors. Premium Components - Gold-plated circuitry reduces heat while charging to maximize charging speed and efficiency. What You Get - PowerDrive 2 Alloy car charger, welcome guide, our worry-free 18-month warranty, and friendly customer service.",4.7 out of 5,"46,245 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
TIYA for Huawei Mate 20 Case Gold [Ring Armor Series] Protective Magnetic Carriage Mate20 Cover,$8.90,"About this item The Huawei Mate 20 case is made The inner shell is made from TPU, which is flexible, and the outer case is hard PC (poly-carbonate) material. Hybrid armor hard PC cover and impact resistant shockproof soft rubber bumper.Improved peripheral access: Precise cutouts and design, easy access to all buttons, cameras and ports. Built in 360 degree rotating kickstand can meet your eyes to find a comfortable viewing position.With a ring support,prevent your phone from falling from your hands. Take photos, text, or talk without worrying about dropping your valuable device. Special Features: Creative magnetism Car bracket ring shell. TIYA designed for Huawei Mate 20.",5 out of 5,1 global rating,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
"Amazon Basics USB Type-C to USB Type-C 2.0 Charger Cable - 6-Foot, White",$8.84,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Connect USB Type-C enabled devices (MacBook, Chromebook Pixel, Galaxy Note 7 etc.) with standard USB Type-C 2.0 enabled devices and accessories (smartphones, car/wall charger, multi-port adapters etc.) Ideal for charging and powering USB Type-C enabled devices, as well as syncing data, photos and music Reversible design - easily insert the connector into any Type-C enabled device (does not matter which side is up) Type-C port is half the width and one-third the height of a standard USB-A connector (slightly larger compared to Lightning or Micro-USB ports) Up to 480 Mbps data transfer speed; power output up to 5V, 3 Amp Certified by USB-IF to be compliant with USB 2.0; backed by an Amazon Basics 1-Year Limited Warranty",4.6 out of 5,"9,730 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
"[Apple MFi Certified] iPhone Charger 3 ft 5 Pack, Lightning to USB Cable 3 Foot, Long Fast iPhone Charging Cables Cord for iPhone 13 Pro Max/12 Mini/11/XR/Xs/X/8/7/6/iPad Pro/Air/Mini-3Feet White",$17.99,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) 【Superior Durability apple lightning cable】: iphone charging cable with reinforced joint design that have passed 12,000 times bending tests for extra protection and durability. The solid and durable two-shade armor shield gives the iphone charging cable cord stronger performance than other iphone lightning cable. 【Ultra High Quality Assurance】: According to the experimental results, the fishbone design can accept at least 20,000 bending and insertion tests for extra protection and durability. Upgraded 3D aluminum connector and exclusive laser welding technology, which to ensure the metal part won't break and also have a tighter connection which fits well even with a protective case on and will never loose connection. 【Pre-eminent Compatibility】：Made for iPhone, iPad and iPod. After rigorous and repeated testing by our authoritative engineers, our lightning cables support iPhone 12 Mini/ 12 Pro Max/ 11 Pro Max / iPhone XS / XS Max / XR / X / 8 Plus / 8 / 7 Plus / 7 / 6s Plus / 6s / 6 Plus / 6 / 5s / 5c / 5 / iPad. airpods airpods 2 airpods pro 【What You Get】: MFi Certified Lightning Cable 3FT x 5 Pack.",4.6 out of 5,"2,119 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
Skullcandy Dime True Wireless in-Ear Earbuds - Dark Blue/Green,$19.99,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) 12 hours of battery life Microphone, Call, Track and Volume Control Auto Connect Secure Noise Isolating Fit IPX4 Sweat and Water Resistant",4.3 out of 5,"18,363 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
"USB-C to USB-C Cable [2-Pack 6.6ft], JSAUX USBC Type C Charging Charger Cord Compatible with Samsung Galaxy S22/S21/S20 Ultra, Note 20/10, MacBook Air/Pro, iPad Pro, iPad Air4, iPad Mini6, Pixel-Grey",$10.99,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) ??【Double Ended USB-C Cable】: This is the USB-C to USB-C Cable. NOT the USB-C to USB-A cable, which means it has the same USB-C plug on the both ends, so you need a USB-C wall charger to charge your device. ⚡【60W High Speed Charging】: Output power up to 20V 3A, which is ensured by high-speed safe charging, 3x faster than the general 20w usb c cable. And the USB 2.0 supports data transfer speed can reach 40~60MB/S (480Mbps). ❌ DO NOT support video output ??【Certified Safety & Quality Assurance】: This Type C to Type C cable has electronic safety certifications that comply with appropriate standards, you have no need to worry about this cable quality at all. Upgraded 3D aluminum connector and exclusive laser welding technology, which can ensure the metal part won't break. ??【Enhanced Durability】: Strong fiber, the most flexible, powerful and durable material, makes tensile force increased by 200%. Can bear 15000+ bending test. Premium Aluminum housing makes the cable more durable, nylon braided type c cable adds additional durability and tangle free. ??【Compatibility List】: JSAUX USBC to USBC cable compatible with Samsung Galaxy S22/ S22+/ S22 Ultra/ S21/ S21+/ S21 Ultra/ S20/ S20+/ S20 Ultra/ Note 20/ Note 20 Ultra/Note 10/ Note 10+/ A80, Google Pixel 2/3/4/5/6, Macbook Air/ 13'', iPad Pro 2018/2020, iPad Air 2020 10.9""(Gen 4) , iPad Mini 6 with the original charger (View Product Description for details).",4.7 out of 5,"25,177 global ratings",nan
"USB C to USB C 60W Cable, JSAUX[2-Pack 6.6ft] Type C Charger Cord Compatible with Samsung Galaxy S22/S21/S20+ Ultra, Note 20/10 Ultra, MacBook Air/Pro, iPad Pro, iPad Air4, iPad Mini 6, Pixel-Blue",$12.99,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) ??【USB-C to USB-C Cable】: This is the USB-C to USB-C 2.0 cable not the USB-C to USB-A cable, which means it has the same USB-C plug on the both ends, so you need a USB-C wall charger to charge your device. ⚡【60W High Speed Charging】: Output power up to 20V 3A, which is ensured by high-speed safe charging, and the USB 2.0 supports data transfer speed can reach 40~60MB/S (480Mbps). NOTE: This product DO NOT support video output. ??【Certified Safety & Quality Assurance】: This USB C to USB C cable has electronic safety certifications that comply with appropriate standards, you have no need to worry about this cable quality at all. Upgraded 3D aluminum connector and exclusive laser welding technology, which can ensure the metal part won't break. ??【Enhanced Durability】: Strong fiber, the most flexible, powerful and durable material, makes tensile force increased by 200%. Can bear 15000+ bending test. Premium Aluminum housing makes the cable more durable, nylon braided type c cable adds additional durability and tangle free. ??【Compatibility List】: This USB C to USB C cable compatible with Samsung Galaxy S22/ S22+/ S22 Ultra/ S21/ S21+/ S21 Ultra/ S20/ S20+/ S20 Ultra/ Note 20/ Note 20 Ultra/Note 10/ Note 10+/ A80, Google Pixel 2/3/4/5/6, Macbook Air/ 13'', iPad Pro 2018/2020, iPad Air 2020 10.9""(Gen 4) , iPad Mini 6 with the original charger (View Product Description for details).",4.7 out of 5,"25,177 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
"StarTech.com 10ft (3m) Computer Power Cord, NEMA 5-15P to C13, 10A 125V, 18AWG, Black Replacement AC Power Cord, Printer Power Cord, PC Power Supply Cable, Monitor Power Cable - UL Listed (PXT101_10)",$8.09,"About this item AC POWER CABLE: This 10ft (3m) 18AWG flexible computer power cable with NEMA 5-15P and IEC 60320 C13 connectors is suitable for workstation/home office use | Rated to carry 125V at 10A PERFORMANCE AND SAFETY: UL listed (UL62 & UL817) | Fully molded strain relief connectors for durability | 3 Conductor Power Cable made from 100% Copper Wire | Fire Rating: VW-1 SPECS: 10ft (3m) Power Cable | NEMA 5-15P to IEC 60320 C13 | 18AWG | 125V 10A (Max) | Jacket Rating: SVT | Jacket Material: PVC | Color: Black | Temperature Range: 37°F to 140°F (3℃ to 60℃) | Cable Outer Diameter: 0.25in (6.3mm) COMPATIBILITY: NEMA 5-15P works with North American electrical outlets | IEC C13 connector works with most desktop computers, and many monitors, scanners, printers, and more | Replacement PC power supply cable/cord THE IT PRO’S CHOICE: Designed and built for IT Professionals, this computer power cord is backed for life, including free lifetime 24/5 multi-lingual technical assistance | This C13 power cord is available in other lengths",4.8 out of 5,"4,503 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
TOZO T9 True Wireless Earbuds Environmental Noise Cancellation 4 Mic Call Noise Cancelling Headphones and Deep Bass with Light Weight Wireless Charging Case IPX7 Waterproof Built-in Mic Headset Black,$29.99,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) [Environmental Noise Cancellation&Crystal-Clear Calls] TOZO T9 Earbuds featuring 8.0mm diameter speaker with crystal clear treble,4 microphones deliver up to 3 times clearer calls than other truly wireless earbuds,reproducing your music vividly [Stereo &Immersive Sound Quality]Adopt the advanced Bluetooth 5.0 technology.With 3D immersive stereo surround sound, high bass balance.Strong signal, smooth connection when talking and listening to music,TOZO T9 Support HSP, HFP, A2DP, AVRCP, which greatly improve the transmission speed and providing you with a low-latency listening experience. [IPX7 Waterproof ]IPX7 water and sweat resistant Waterproof nano coating is adopted to effortlessly protects the earbuds from heavy rain or sweat during intense workouts and all-weather conditions. [Tiny size and secure fit design ] -Mini and comfortable design earbuds, secure fit all shape of ears, so 100% safe and stable while running, biking, training, jogging, hiking, exercising Gym Exercise and so on. [Long endurance ] TOZO T9 earbuds lasts 8 hours for normal use (60% volume) on a single charge,Quick charging technology enables 1.5 hours of listening from just 10 minutes of charge.The powerful battery allow for all day listening. which gives you excellent experience of long endurance.",4.4 out of 5,"3,034 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
"[Gigastone] 16GB 2-Pack Micro SD Card, Camera Plus, MicroSDHC Memory Card for Wyze Cam, Security Camera, Smartphone, Full HD Video Recording, UHS-I U1 C10, up to 85MB/s, with MicroSD to SD Adapter",$11.98,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) [Memory Bank] Capture, cherish and well-store all the best moments. Read speed up to 85 MB/s, Full HD video displaying/recording, share your beautiful memories in high resolution images. [Safely Store] Reserve your Files, Photos, Videos and Music. [Compatibility] Storage for Laptop, Tablet, PC, Smartphones, Camera, Dashcam, e-Reader, Drone and home camera with files, videos, music. Compatible with Nintendo Switch GoPro Android phone, Samsung Canon Nikon [Environment] Waterproof, shockproof, temperature-proof and X-Ray proof [Support] Gigastone 5-year limited warranty",4.8 out of 5,"27,058 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
LiCB 20 Pack SR626SW 377 626 Watch Battery 1.5V Button Cell Batteries,$5.99,"About this item MULTIPLE COMPATIBILITY ( Replacement / Equivalent ) : SR626SW , 377 , 626 , SR626 , LR66 , LR626 , AG4 , 377A , 626SW , V377 , 377/376 , v376/377 , 1.55V Watch Batteries High Quality: Tested under Strict Quality Control Standards. CE and ROHS Certified. Grade A cells SR626SW 377 Watch Battery Ensure Longer Battery Life and Long Lasting Power. Get the Exact Fresh SR626SW Battery, Have Full 1.5 Volts Charge, 3 Years Shelf Life. Primarily Used in Many Small Electronics, Watch, Calculators, Toys, Watch,Laser Pointers, Children Books, Medical Devices and so on. What You Get: 20PCS SR626SW Batteries in Exact Blister Pack",4.7 out of 5,"11,593 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
"YESPURE Crossbody Case for Google Pixel 3,Case for Google Pixel 3,Clear Transparent TPU Soft Case for Google Pixel 3 Holder with Neck Cord Lanyard Strap-Clear ( for Google Pixel 3,red-Beige)",$10.99,"PERFECT FIT CASE ---- This case compatible with Google Pixel 3 CONVENIENT STRAP ---- The mobile phone necklace has clean, elegant cord ends made of brass material. Perfect to have your hands free while doing other things. SHOCK ABSORPTION CASE ---- Not bulky, not flimsy, but it can provide adequate protection, scratch resistant and absorb the pressure HIGH QUALITY TPU---- Made of flexible and soft TPU material, easy to install and remove. Precise cutouts for speakers, power port, audio port and buttons NEWEST DESIGN CASE ---- New The fashionable design will display your Phone beautifully.",4.8 out of 5,4 global ratings,nan
TIYA for Huawei Mate 20 Pro Case Black [Ring Armor Series] Protective Magnetic Carriage Cover funda,$9.90,"About this item The Huawei Mate 20 Pro case is made The inner shell is made from TPU, which is flexible, and the outer case is hard PC (poly-carbonate) material. Hybrid armor hard PC cover and impact resistant shockproof soft rubber bumper.Improved peripheral access: Precise cutouts and design, easy access to all buttons, cameras and ports. Built in 360 degree rotating kickstand can meet your eyes to find a comfortable viewing position.With a ring support,prevent your phone from falling from your hands. Take photos, text, or talk without worrying about dropping your valuable device. Special Features: Creative magnetism Car bracket ring shell. TIYA designed for Huawei Mate 20 Pro.",4.4 out of 5,75 global ratings,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
Spigen Tough Armor Designed for Galaxy S22 Ultra Case (2022) - Black,$19.99,About this item All-new foam technology for an extra layer of shock resistance Combination of TPU and Polycarbonate for dual protection from drops and scratches Reinforced kickstand with raised lips to protect screen and camera Certified [MIL-STD 810G-516.6] protection and Air Cushion Technology for anti-shock protection,4.6 out of 5,"1,813 global ratings",nan
nan,nan,nan,nan,nan,nan
Spigen Tough Armor Designed for Galaxy S22 Ultra Case (2022) - Gunmetal,$20.99,About this item All-new foam technology for an extra layer of shock resistance Combination of TPU and Polycarbonate for dual protection from drops and scratches Reinforced kickstand with raised lips to protect screen and camera Certified [MIL-STD 810G-516.6] protection and Air Cushion Technology for anti-shock protection Galaxy S22 Ultra Case Compatible with Galaxy S22 Ultra,4.6 out of 5,"1,813 global ratings",nan
nan,nan,nan,nan,nan,nan
"BEBEN Bluetooth 5.0 True Wireless Earbuds, IP68 Waterproof 30H Cyclic Playtime TWS Stereo Headphones for iPhone Android with Charging Case, in-Ear Earphones Headset with mic for Sport/Travel/Gym",Page 1 of 1,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Change Between Single And Binarual Mode With One Step Operation---BEBEN Wireless Bluetooth Earbuds have no master earbuds, you are no longer have to wear a fixed earphone for Single Ear Mode and easily switch between Single Ear Mode and Binaural Mode. Meet your use requirements for different occasions Superior Battery Life---Single charge for 4-5H playtime and charging case could offer 5 times charging, total 30H playtime for you. Therefore, you could freely enjoy phone calls, music and movie without worry about battery. IOS system could show the battery life of earbud Bluetooth 5.0 & One-Step Pairing---BEBEN True Wireless Earbuds has feature of BLUETOOTH 5.0 technology offering stable and enough distance(30FT) connection for you.Open the charging case and turn on the phone’s Bluetooth to select a device,and it will pair with your phone. It will connect with the latest device automatically after first use. High Fidelity Sound Quality---Equipped with 13mm vibrating diaphragm and HD rendering technology, 2 eabuds providing one song from stereo system through Bluetooth. Feels like hearing on the scene, providing a reality sound for you. Feelings of listening, talking and wearing are all improved One-Click Manipulation & Comfortable Wearing---Equipped with Button control system, control your music and phone calls via Mutifuction Button (MFB) on earbuds. ERGONOMIC DESIGN provides comfortable wear in ears without worry about falling. Suitable size is adequate for several scenes, such as sports, shopping, work",4.4 out of 5,"11,566 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
